PLANT_NAME,MATERIAL_NAME,Month,UNRESRICTED_STOCK_KT,Inbound_KT,Outbound_KT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,Lag_Inv,Lag_Inb,Lag_Outb,Month_Number,Month_sin,Month_cos
SINGAPORE-WAREHOUSE,MAT-0260,2024-05-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0260,2024-06-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0260,2024-07-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0260,2024-08-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0260,2024-09-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0260,2024-10-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0260,2024-11-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0260,2024-12-01,0.0042,0.0,0.0,P-001,5,20,0.0042,0.0,0.0,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0263,2024-06-01,0.197975,0.0,0.0495,P-001,5,30,0.2475,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0263,2024-07-01,0.172825,0.0,0.0499,P-001,5,30,0.197975,0.0,0.0495,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0263,2024-08-01,0.013325,0.0,0.156755,P-001,5,30,0.172825,0.0,0.0499,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0263,2024-09-01,0.013325,0.0,0.00275,P-001,5,30,0.013325,0.0,0.156755,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0263,2024-10-01,0.013325,0.0,0.0,P-001,5,30,0.013325,0.0,0.00275,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0263,2024-11-01,0.012375,0.0,0.0,P-001,5,30,0.013325,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0263,2024-12-01,0.011,0.0,0.001375,P-001,5,30,0.012375,0.0,0.0,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0267,2024-01-01,0.0495,0.0,0.0055,P-001,2,15,0.0055,0.495,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0267,2024-02-01,0.495,0.0,0.0,P-001,2,15,0.0495,0.0,0.0055,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0267,2024-03-01,0.495,0.0,0.0,P-001,2,15,0.495,0.0,0.0,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0267,2024-04-01,0.49495,0.0,5e-05,P-001,2,15,0.495,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0267,2024-05-01,0.031474999999999996,0.0,0.017875,P-001,2,15,0.49495,0.0,5e-05,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0267,2024-06-01,0.031474999999999996,0.0,0.4455,P-001,2,15,0.031474999999999996,0.0,0.017875,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0267,2024-07-01,0.031474999999999996,0.34650000000000003,0.0,P-001,2,15,0.031474999999999996,0.0,0.4455,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0267,2024-08-01,0.377975,0.0,0.0,P-001,2,15,0.031474999999999996,0.34650000000000003,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0267,2024-09-01,0.35195000000000004,0.0,0.0,P-001,2,15,0.377975,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0267,2024-10-01,0.20345,0.0,0.17325000000000002,P-001,2,15,0.35195000000000004,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0267,2024-11-01,0.1292,0.0,0.07425000000000001,P-001,2,15,0.20345,0.0,0.17325000000000002,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0267,2024-12-01,0.10444999999999999,0.0,0.02475,P-001,2,15,0.1292,0.0,0.07425000000000001,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0268,2024-01-01,0.149975,0.0,0.102,P-002,12,50,0.073475,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0268,2024-02-01,0.004475,0.0,0.1455,P-002,12,50,0.149975,0.0,0.102,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0268,2024-03-01,0.3103,0.0,0.0,P-002,12,50,0.004475,0.0,0.1455,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0268,2024-04-01,0.292275,0.0,0.018,P-002,12,50,0.3103,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0268,2024-05-01,0.34319999999999995,0.0,0.153,P-002,12,50,0.292275,0.0,0.018,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0268,2024-06-01,0.14370000000000002,0.0,0.1275,P-002,12,50,0.34319999999999995,0.0,0.153,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0268,2024-07-01,0.24132499999999998,0.0,0.1485,P-002,12,50,0.14370000000000002,0.0,0.1275,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0268,2024-08-01,2.3831499999999997,0.0,0.102,P-002,12,50,0.24132499999999998,0.0,0.1485,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0268,2024-09-01,2.528425,0.0,0.1095,P-002,12,50,2.3831499999999997,0.0,0.102,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0268,2024-10-01,2.079775,0.0,0.372,P-002,12,50,2.528425,0.0,0.1095,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0268,2024-11-01,0.2186,0.0,1.8101749999999999,P-002,12,50,2.079775,0.0,0.372,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0268,2024-12-01,0.1125,0.0,0.23359999999999997,P-002,12,50,0.2186,0.0,1.8101749999999999,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0269,2024-01-01,0.01765,0.0,0.0,P-001,8,25,0.01765,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0269,2024-02-01,0.01765,0.0,0.0,P-001,8,25,0.01765,0.0,0.0,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0269,2024-03-01,0.01765,0.0,0.0,P-001,8,25,0.01765,0.0,0.0,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0269,2024-04-01,0.01765,0.0,0.0,P-001,8,25,0.01765,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0269,2024-05-01,0.015125,0.0,0.0,P-001,8,25,0.01765,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0269,2024-06-01,0.015125,0.0,0.0,P-001,8,25,0.015125,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0269,2024-07-01,0.015125,0.0,0.0,P-001,8,25,0.015125,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0269,2024-08-01,0.00275,0.0,0.012375,P-001,8,25,0.015125,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0271,2024-01-01,0.33640000000000003,0.0,0.02475,P-001,7,25,0.36115,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0271,2024-02-01,0.31715000000000004,0.0,0.0,P-001,7,25,0.33640000000000003,0.0,0.02475,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0271,2024-03-01,0.19340000000000002,0.0,0.14301,P-001,7,25,0.31715000000000004,0.0,0.0,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0271,2024-04-01,0.1879,0.0,0.0055,P-001,7,25,0.19340000000000002,0.0,0.14301,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0271,2024-05-01,0.1879,0.0,0.0,P-001,7,25,0.1879,0.0,0.0055,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0271,2024-06-01,0.139775,0.0,0.04813,P-001,7,25,0.1879,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0271,2024-07-01,0.134275,0.0,0.0055,P-001,7,25,0.139775,0.0,0.04813,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0271,2024-08-01,0.134275,0.0,0.0,P-001,7,25,0.134275,0.0,0.0055,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0271,2024-09-01,0.134275,0.0,0.0,P-001,7,25,0.134275,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0271,2024-10-01,0.134275,0.0,0.0,P-001,7,25,0.134275,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0271,2024-11-01,0.134275,0.0,0.0,P-001,7,25,0.134275,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0271,2024-12-01,0.134275,0.0,0.0,P-001,7,25,0.134275,0.0,0.0,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0272,2024-05-01,0.000275,0.0,0.0,P-001,8,20,0.0002,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0272,2024-06-01,0.000275,0.0,0.0,P-001,8,20,0.000275,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0272,2024-07-01,0.00030000000000000003,0.0,0.0,P-001,8,20,0.000275,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0272,2024-08-01,0.0005,0.0,0.0,P-001,8,20,0.00030000000000000003,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0272,2024-09-01,0.000525,0.0,0.0,P-001,8,20,0.0005,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0273,2024-01-01,0.048125,0.1485,0.0,P-001,8,30,0.023375,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0273,2024-02-01,0.072875,0.07425,0.0,P-001,8,30,0.048125,0.1485,0.0,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0273,2024-03-01,0.099,0.099,0.09763,P-001,8,30,0.072875,0.07425,0.0,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0273,2024-04-01,0.135825,0.0,0.03713,P-001,8,30,0.099,0.099,0.09763,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0273,2024-05-01,0.11382500000000001,0.0,0.119925,P-001,8,30,0.135825,0.0,0.03713,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0273,2024-06-01,0.31445,0.0,0.031925,P-001,8,30,0.11382500000000001,0.0,0.119925,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0273,2024-07-01,0.38265,0.0,0.026635000000000002,P-001,8,30,0.31445,0.0,0.031925,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0273,2024-08-01,0.33315,0.0,0.0495,P-001,8,30,0.38265,0.0,0.026635000000000002,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0273,2024-09-01,0.28365,0.0,0.0495,P-001,8,30,0.33315,0.0,0.0495,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0273,2024-10-01,0.2094,0.0,0.07425000000000001,P-001,8,30,0.28365,0.0,0.0495,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0273,2024-11-01,0.18395,0.0,0.02545,P-001,8,30,0.2094,0.0,0.07425000000000001,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0273,2024-12-01,0.13445000000000001,0.0,0.0495,P-001,8,30,0.18395,0.0,0.02545,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0274,2024-01-01,0.01925,0.0,0.0,P-001,4,30,0.01925,0.04675,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0274,2024-02-01,0.066,0.0,0.0,P-001,4,30,0.01925,0.0,0.0,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0274,2024-03-01,0.066,0.0,0.0,P-001,4,30,0.066,0.0,0.0,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0274,2024-04-01,0.0655,0.0,0.0005,P-001,4,30,0.066,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0274,2024-05-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0005,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0274,2024-06-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0274,2024-07-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0274,2024-08-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0274,2024-09-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0274,2024-10-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0274,2024-11-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0274,2024-12-01,0.0655,0.0,0.0,P-001,4,30,0.0655,0.0,0.0,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0275,2024-08-01,0.444125,0.0,0.4455,P-001,7,15,1.06425,0.0,0.07425,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0275,2024-09-01,0.07680000000000001,0.0,0.469075,P-001,7,15,0.444125,0.0,0.4455,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0275,2024-10-01,0.0015,0.0,0.123375,P-001,7,15,0.07680000000000001,0.0,0.469075,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0275,2024-11-01,0.0015,0.0,0.024749999999999998,P-001,7,15,0.0015,0.0,0.123375,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0276,2024-01-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0276,2024-02-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0276,2024-03-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0276,2024-04-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0276,2024-05-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0276,2024-06-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0276,2024-07-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0276,2024-08-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0276,2024-09-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0276,2024-10-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0276,2024-11-01,0.004125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0276,2024-12-01,0.103125,0.0,0.0,P-001,5,5,0.004125,0.0,0.0,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0283,2024-05-01,0.0040409999999999995,0.0,0.0,P-002,8,50,0.000254,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0283,2024-06-01,0.0040409999999999995,0.0,0.0,P-002,8,50,0.0040409999999999995,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0283,2024-07-01,0.0040409999999999995,0.0,0.0,P-002,8,50,0.0040409999999999995,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0283,2024-08-01,0.0040409999999999995,0.0,0.0,P-002,8,50,0.0040409999999999995,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0283,2024-09-01,0.0040409999999999995,0.0,0.0,P-002,8,50,0.0040409999999999995,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0288,2024-06-01,0.023375,0.0,0.0,P-001,2,15,0.023375,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0288,2024-07-01,0.023375,0.0,0.0,P-001,2,15,0.023375,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0288,2024-08-01,0.023375,0.0,0.0,P-001,2,15,0.023375,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0288,2024-09-01,0.023375,0.0,0.0,P-001,2,15,0.023375,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0288,2024-10-01,0.023375,0.0,0.0,P-001,2,15,0.023375,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0288,2024-11-01,0.023375,0.0,0.0,P-001,2,15,0.023375,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0288,2024-12-01,0.023375,0.0,0.0,P-001,2,15,0.023375,0.0,0.0,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0292,2024-01-01,0.17325000000000002,0.0,0.0,P-001,3,5,0.17325000000000002,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0292,2024-02-01,0.1265,0.0,0.022,P-001,3,5,0.17325000000000002,0.0,0.0,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0292,2024-03-01,0.1265,0.0,0.02475,P-001,3,5,0.1265,0.0,0.022,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0292,2024-04-01,0.1264,0.0,0.0,P-001,3,5,0.1265,0.0,0.02475,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0292,2024-05-01,0.10165,0.0,0.02475,P-001,3,5,0.1264,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0292,2024-06-01,0.10165,0.0,0.0,P-001,3,5,0.10165,0.0,0.02475,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0292,2024-07-01,0.10165,0.0,0.0,P-001,3,5,0.10165,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0292,2024-08-01,0.0769,0.0,0.02475,P-001,3,5,0.10165,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0292,2024-09-01,0.0769,0.0,0.0,P-001,3,5,0.0769,0.0,0.02475,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0292,2024-10-01,0.06315,0.0,0.01375,P-001,3,5,0.0769,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0292,2024-11-01,0.06315,0.0,0.0,P-001,3,5,0.06315,0.0,0.01375,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0292,2024-12-01,0.06315,0.0,0.0,P-001,3,5,0.06315,0.0,0.0,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0295,2024-01-01,0.2475,0.0,0.0,P-001,6,25,0.2475,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0295,2024-02-01,0.2475,0.0,0.0,P-001,6,25,0.2475,0.0,0.0,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0295,2024-03-01,0.2475,0.0,0.0,P-001,6,25,0.2475,0.0,0.0,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0295,2024-04-01,0.2475,0.0,0.0,P-001,6,25,0.2475,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0295,2024-05-01,0.2475,0.0,0.0,P-001,6,25,0.2475,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0295,2024-06-01,0.22275,0.0,0.0,P-001,6,25,0.2475,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0295,2024-07-01,0.17325,0.0,0.07425000000000001,P-001,6,25,0.22275,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0295,2024-08-01,0.17325,0.0,0.0,P-001,6,25,0.17325,0.0,0.07425000000000001,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0295,2024-09-01,0.173175,0.0,0.0,P-001,6,25,0.17325,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0295,2024-10-01,0.173175,0.0,0.0,P-001,6,25,0.173175,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0295,2024-11-01,0.12367500000000001,0.0,0.0495,P-001,6,25,0.173175,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0295,2024-12-01,0.098925,0.0,0.02475,P-001,6,25,0.12367500000000001,0.0,0.0495,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0296,2024-05-01,0.123725,0.0,0.0,P-001,2,20,0.07425,0.14850000000000002,0.0495,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0296,2024-06-01,0.272175,0.0,0.0,P-001,2,20,0.123725,0.0,0.0,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0296,2024-07-01,0.2653,0.0,0.006880000000000001,P-001,2,20,0.272175,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0296,2024-08-01,0.263925,0.0,0.0,P-001,2,20,0.2653,0.0,0.006880000000000001,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0296,2024-09-01,0.115425,0.0,0.149875,P-001,2,20,0.263925,0.0,0.0,9,-1.0,-1.8369701987210297e-16
SINGAPORE-WAREHOUSE,MAT-0296,2024-10-01,0.06455000000000001,0.0,0.050875000000000004,P-001,2,20,0.115425,0.0,0.149875,10,-0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0296,2024-11-01,0.0357,0.0,0.0275,P-001,2,20,0.06455000000000001,0.0,0.050875000000000004,11,-0.5000000000000004,0.8660254037844384
SINGAPORE-WAREHOUSE,MAT-0296,2024-12-01,0.2832,0.0,0.0,P-001,2,20,0.0357,0.0,0.0275,12,-2.4492935982947064e-16,1.0
SINGAPORE-WAREHOUSE,MAT-0301,2024-01-01,0.19385,0.07425,0.01375,P-001,8,30,0.2076,0.0,0.0,1,0.49999999999999994,0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0301,2024-02-01,0.2461,0.0,0.022,P-001,8,30,0.19385,0.07425,0.01375,2,0.8660254037844386,0.5000000000000001
SINGAPORE-WAREHOUSE,MAT-0301,2024-03-01,0.22135,0.0,0.024749999999999998,P-001,8,30,0.2461,0.0,0.022,3,1.0,6.123233995736766e-17
SINGAPORE-WAREHOUSE,MAT-0301,2024-04-01,0.210325,0.0,0.0055,P-001,8,30,0.22135,0.0,0.024749999999999998,4,0.8660254037844387,-0.49999999999999983
SINGAPORE-WAREHOUSE,MAT-0301,2024-05-01,0.19924999999999998,0.0495,0.0055,P-001,8,30,0.210325,0.0,0.0055,5,0.49999999999999994,-0.8660254037844387
SINGAPORE-WAREHOUSE,MAT-0301,2024-06-01,0.19924999999999998,0.0,0.011,P-001,8,30,0.19924999999999998,0.0495,0.0055,6,1.2246467991473532e-16,-1.0
SINGAPORE-WAREHOUSE,MAT-0301,2024-07-01,0.19785,0.0495,0.011,P-001,8,30,0.19924999999999998,0.0,0.011,7,-0.4999999999999998,-0.8660254037844388
SINGAPORE-WAREHOUSE,MAT-0301,2024-08-01,0.24735000000000001,0.0,0.011,P-001,8,30,0.19785,0.0495,0.011,8,-0.8660254037844384,-0.5000000000000004
SINGAPORE-WAREHOUSE,MAT-0301,2024-09-01,0.2473,0.0,0.0,P-001,8,30,0.24735000000000001,0.0,0.011,9,-1.0,-1.8369701987210297e-16
